30000 2
60000 3
90000 2
120000 2
150000 5
180000 3
210000 2
240000 2
270000 3
300000 3
330000 3
360000 2
390000 3
420000 3
450000 3
480000 3
510000 4
540000 4
570000 3
600000 4
630000 3
660000 3
690000 3
720000 3
750000 4
780000 4
810000 3
840000 4
870000 4
900000 4
930000 4
960000 4
990000 3
1020000 4
1050000 3
1080000 3
1110000 4
1140000 4
1170000 3
1200000 4
1230000 4
1260000 3
1290000 4
1320000 4
1350000 3
1380000 3
1410000 3
1440000 3
1470000 4
1500000 4
1530000 3
1560000 3
1590000 3
1620000 3
1650000 4
1680000 4
1710000 4
1740000 4
1770000 3
1800000 3
1830000 4
1860000 4
1890000 4
1920000 3
1950000 4
1980000 4
2010000 4
2040000 5
2070000 4
2100000 4
2130000 4
2160000 4
2190000 4
2220000 4
2250000 5
2280000 4
2310000 4
2340000 5
2370000 4
2400000 4
2430000 4
2460000 4
2490000 4
2520000 4
2550000 4
2580000 4
2610000 4
2640000 4
2670000 4
2700000 4
2730000 3
2760000 4
2790000 4
2820000 4
2850000 4
2880000 3
2910000 4
2940000 4
2970000 4
3000000 3
3030000 4
3060000 3
3090000 4
3120000 3
3150000 4
3180000 4
3210000 4
3240000 4
3270000 5
3300000 4
3330000 5
3360000 4
3390000 4
3420000 5
3450000 5
3480000 5
3510000 4
3540000 4
3570000 5
3600000 4
3630000 4
3660000 5
3690000 5
3720000 4
3750000 5
3780000 4
3810000 5
3840000 4
3870000 4
3900000 5
3930000 4
3960000 5
3990000 5
4020000 5
4050000 5
4080000 4
4110000 4
4140000 4
4170000 4
4200000 5
4230000 5
4260000 4
4290000 4
4320000 1
4350000 0
4380000 1
4410000 0
4440000 1
4470000 1
4500000 0
4530000 1
4560000 0
4590000 0
4620000 1
4650000 1
4680000 0
4710000 0
4740000 0
4770000 0
4800000 1
4830000 1
4860000 0
4890000 0
4920000 0
4950000 0
4980000 0
